"filename", "language", "Markdown", "Shell Script", "C++", "CMake", "YAML", "comment", "blank", "total"
"/home/muyang/workspace/sylar/.codex/2026-05-28修复HttpConnectionPool连接池.md", "Markdown", 38, 0, 0, 0, 0, 0, 19, 57
"/home/muyang/workspace/sylar/.codex/2026-05-31统一HTTP客户端超时模型.md", "Markdown", 52, 0, 0, 0, 0, 0, 44, 96
"/home/muyang/workspace/sylar/.codex/2026-06-01收窄HttpRequestOptions测试边界.md", "Markdown", 18, 0, 0, 0, 0, 0, 14, 32
"/home/muyang/workspace/sylar/.codex/2026-06-18完成HttpClient第三步.md", "Markdown", 44, 0, 0, 0, 0, 0, 17, 61
"/home/muyang/workspace/sylar/.codex/2026-06-18实现HttpClient多实例负载均衡前半部分.md", "Markdown", 54, 0, 0, 0, 0, 0, 26, 80
"/home/muyang/workspace/sylar/.codex/2026-06-18实现HttpClient失败重试.md", "Markdown", 57, 0, 0, 0, 0, 0, 24, 81
"/home/muyang/workspace/sylar/.codex/2026-06-19-完成第五步负载均衡后半部分.md", "Markdown", 24, 0, 0, 0, 0, 0, 13, 37
"/home/muyang/workspace/sylar/.codex/2026-06-19实现HTTP客户端限流保护.md", "Markdown", 33, 0, 0, 0, 0, 0, 18, 51
"/home/muyang/workspace/sylar/.codex/2026-06-20实现熔断降级.md", "Markdown", 46, 0, 0, 0, 0, 0, 23, 69
"/home/muyang/workspace/sylar/.codex/sylar_scheduler_iomanager_timer_hook_逻辑梳理.md", "Markdown", 289, 0, 0, 0, 0, 0, 86, 375
"/home/muyang/workspace/sylar/AGENTS.md", "Markdown", 57, 0, 0, 0, 0, 0, 10, 67
"/home/muyang/workspace/sylar/CMakeLists.txt", "CMake", 0, 0, 0, 110, 0, 0, 13, 123
"/home/muyang/workspace/sylar/README.md", "Markdown", 111, 0, 0, 0, 0, 0, 56, 167
"/home/muyang/workspace/sylar/bin/conf/log.yml", "YAML", 0, 0, 0, 0, 13, 0, 1, 14
"/home/muyang/workspace/sylar/bin/conf/server.yml", "YAML", 0, 0, 0, 0, 16, 0, 1, 17
"/home/muyang/workspace/sylar/bin/conf/worker.yml", "YAML", 0, 0, 0, 0, 5, 0, 0, 5
"/home/muyang/workspace/sylar/cmake/utils.cmake", "CMake", 0, 0, 0, 47, 0, 0, 9, 56
"/home/muyang/workspace/sylar/examples/echo_server.cc", "C++", 0, 0, 77, 0, 0, 4, 12, 93
"/home/muyang/workspace/sylar/generate.sh", "Shell Script", 0, 28, 0, 0, 0, 1, 5, 34
"/home/muyang/workspace/sylar/sylar/address.cc", "C++", 0, 0, 580, 0, 0, 62, 87, 729
"/home/muyang/workspace/sylar/sylar/address.h", "C++", 0, 0, 132, 0, 0, 2, 19, 153
"/home/muyang/workspace/sylar/sylar/application.cc", "C++", 0, 0, 304, 0, 0, 61, 33, 398
"/home/muyang/workspace/sylar/sylar/application.h", "C++", 0, 0, 27, 0, 0, 0, 9, 36
"/home/muyang/workspace/sylar/sylar/bytearray.cc", "C++", 0, 0, 679, 0, 0, 52, 76, 807
"/home/muyang/workspace/sylar/sylar/bytearray.h", "C++", 0, 0, 111, 0, 0, 26, 22, 159
"/home/muyang/workspace/sylar/sylar/config.cc", "C++", 0, 0, 110, 0, 0, 1, 8, 119
"/home/muyang/workspace/sylar/sylar/config.h", "C++", 0, 0, 432, 0, 0, 15, 35, 482
"/home/muyang/workspace/sylar/sylar/daemon.cc", "C++", 0, 0, 81, 0, 0, 2, 7, 90
"/home/muyang/workspace/sylar/sylar/daemon.h", "C++", 0, 0, 23, 0, 0, 13, 8, 44
"/home/muyang/workspace/sylar/sylar/endian.h", "C++", 0, 0, 54, 0, 0, 1, 9, 64
"/home/muyang/workspace/sylar/sylar/env.cc", "C++", 0, 0, 141, 0, 0, 19, 18, 178
"/home/muyang/workspace/sylar/sylar/env.h", "C++", 0, 0, 43, 0, 0, 0, 11, 54
"/home/muyang/workspace/sylar/sylar/fd_manager.cc", "C++", 0, 0, 116, 0, 0, 6, 10, 132
"/home/muyang/workspace/sylar/sylar/fd_manager.h", "C++", 0, 0, 70, 0, 0, 5, 13, 88
"/home/muyang/workspace/sylar/sylar/fiber.cc", "C++", 0, 0, 219, 0, 0, 52, 22, 293
"/home/muyang/workspace/sylar/sylar/fiber.h", "C++", 0, 0, 60, 0, 0, 7, 9, 76
"/home/muyang/workspace/sylar/sylar/hook.cc", "C++", 0, 0, 527, 0, 0, 41, 41, 609
"/home/muyang/workspace/sylar/sylar/hook.h", "C++", 0, 0, 70, 0, 0, 6, 25, 101
"/home/muyang/workspace/sylar/sylar/http/http.cc", "C++", 0, 0, 246, 0, 0, 9, 32, 287
"/home/muyang/workspace/sylar/sylar/http/http.h", "C++", 0, 0, 460, 0, 0, 22, 45, 527
"/home/muyang/workspace/sylar/sylar/http/http11_common.h", "C++", 0, 0, 6, 0, 0, 0, 4, 10
"/home/muyang/workspace/sylar/sylar/http/http11_parser.h", "C++", 0, 0, 32, 0, 0, 0, 9, 41
"/home/muyang/workspace/sylar/sylar/http/http11_parser.rl.cc", "C++", 0, 0, 6580, 0, 0, 41, 39, 6660
"/home/muyang/workspace/sylar/sylar/http/http_circuit_breaker.cc", "C++", 0, 0, 181, 0, 0, 127, 51, 359
"/home/muyang/workspace/sylar/sylar/http/http_circuit_breaker.h", "C++", 0, 0, 74, 0, 0, 125, 37, 236
"/home/muyang/workspace/sylar/sylar/http/http_client.cc", "C++", 0, 0, 321, 0, 0, 118, 54, 493
"/home/muyang/workspace/sylar/sylar/http/http_client.h", "C++", 0, 0, 136, 0, 0, 114, 34, 284
"/home/muyang/workspace/sylar/sylar/http/http_concurrency_limiter.cc", "C++", 0, 0, 206, 0, 0, 27, 26, 259
"/home/muyang/workspace/sylar/sylar/http/http_concurrency_limiter.h", "C++", 0, 0, 71, 0, 0, 15, 20, 106
"/home/muyang/workspace/sylar/sylar/http/http_connection.cc", "C++", 0, 0, 781, 0, 0, 42, 56, 879
"/home/muyang/workspace/sylar/sylar/http/http_connection.h", "C++", 0, 0, 216, 0, 0, 166, 35, 417
"/home/muyang/workspace/sylar/sylar/http/http_load_balance_client.cc", "C++", 0, 0, 432, 0, 0, 88, 75, 595
"/home/muyang/workspace/sylar/sylar/http/http_load_balance_client.h", "C++", 0, 0, 157, 0, 0, 21, 27, 205
"/home/muyang/workspace/sylar/sylar/http/http_parser.cc", "C++", 0, 0, 273, 0, 0, 8, 47, 328
"/home/muyang/workspace/sylar/sylar/http/http_parser.h", "C++", 0, 0, 66, 0, 0, 5, 14, 85
"/home/muyang/workspace/sylar/sylar/http/http_request_options.cc", "C++", 0, 0, 16, 0, 0, 0, 4, 20
"/home/muyang/workspace/sylar/sylar/http/http_request_options.h", "C++", 0, 0, 18, 0, 0, 3, 7, 28
"/home/muyang/workspace/sylar/sylar/http/http_server.cc", "C++", 0, 0, 47, 0, 0, 7, 7, 61
"/home/muyang/workspace/sylar/sylar/http/http_server.h", "C++", 0, 0, 30, 0, 0, 0, 8, 38
"/home/muyang/workspace/sylar/sylar/http/http_session.cc", "C++", 0, 0, 80, 0, 0, 13, 7, 100
"/home/muyang/workspace/sylar/sylar/http/http_session.h", "C++", 0, 0, 19, 0, 0, 0, 4, 23
"/home/muyang/workspace/sylar/sylar/http/httpclient_parser.h", "C++", 0, 0, 31, 0, 0, 33, 11, 75
"/home/muyang/workspace/sylar/sylar/http/httpclient_parser.rl.cc", "C++", 0, 0, 3252, 0, 0, 41, 45, 3338
"/home/muyang/workspace/sylar/sylar/http/servlet.cc", "C++", 0, 0, 132, 0, 0, 1, 17, 150
"/home/muyang/workspace/sylar/sylar/http/servlet.h", "C++", 0, 0, 95, 0, 0, 3, 15, 113
"/home/muyang/workspace/sylar/sylar/http/ws_connection.cc", "C++", 0, 0, 138, 0, 0, 0, 13, 151
"/home/muyang/workspace/sylar/sylar/http/ws_connection.h", "C++", 0, 0, 29, 0, 0, 0, 5, 34
"/home/muyang/workspace/sylar/sylar/http/ws_server.cc", "C++", 0, 0, 56, 0, 0, 107, 23, 186
"/home/muyang/workspace/sylar/sylar/http/ws_server.h", "C++", 0, 0, 31, 0, 0, 86, 12, 129
"/home/muyang/workspace/sylar/sylar/http/ws_servlet.cc", "C++", 0, 0, 63, 0, 0, 0, 10, 73
"/home/muyang/workspace/sylar/sylar/http/ws_servlet.h", "C++", 0, 0, 87, 0, 0, 0, 14, 101
"/home/muyang/workspace/sylar/sylar/http/ws_session.cc", "C++", 0, 0, 285, 0, 0, 486, 95, 866
"/home/muyang/workspace/sylar/sylar/http/ws_session.h", "C++", 0, 0, 84, 0, 0, 272, 41, 397
"/home/muyang/workspace/sylar/sylar/iomanager.cc", "C++", 0, 0, 374, 0, 0, 42, 34, 450
"/home/muyang/workspace/sylar/sylar/iomanager.h", "C++", 0, 0, 62, 0, 0, 10, 12, 84
"/home/muyang/workspace/sylar/sylar/library.cc", "C++", 0, 0, 72, 0, 0, 11, 14, 97
"/home/muyang/workspace/sylar/sylar/library.h", "C++", 0, 0, 13, 0, 0, 0, 5, 18
"/home/muyang/workspace/sylar/sylar/log.cc", "C++", 0, 0, 893, 0, 0, 51, 80, 1024
"/home/muyang/workspace/sylar/sylar/log.h", "C++", 0, 0, 295, 0, 0, 12, 50, 357
"/home/muyang/workspace/sylar/sylar/macro.h", "C++", 0, 0, 27, 0, 0, 0, 4, 31
"/home/muyang/workspace/sylar/sylar/main.cc", "C++", 0, 0, 10, 0, 0, 0, 1, 11
"/home/muyang/workspace/sylar/sylar/module.cc", "C++", 0, 0, 132, 0, 0, 7, 26, 165
"/home/muyang/workspace/sylar/sylar/module.h", "C++", 0, 0, 73, 0, 0, 6, 25, 104
"/home/muyang/workspace/sylar/sylar/mutex.cc", "C++", 0, 0, 79, 0, 0, 0, 11, 90
"/home/muyang/workspace/sylar/sylar/mutex.h", "C++", 0, 0, 283, 0, 0, 178, 65, 526
"/home/muyang/workspace/sylar/sylar/noncopyable.h", "C++", 0, 0, 12, 0, 0, 0, 5, 17
"/home/muyang/workspace/sylar/sylar/scheduler.cc", "C++", 0, 0, 293, 0, 0, 93, 38, 424
"/home/muyang/workspace/sylar/sylar/scheduler.h", "C++", 0, 0, 135, 0, 0, 21, 20, 176
"/home/muyang/workspace/sylar/sylar/singleton.h", "C++", 0, 0, 37, 0, 0, 0, 4, 41
"/home/muyang/workspace/sylar/sylar/socket.cc", "C++", 0, 0, 686, 0, 0, 2, 70, 758
"/home/muyang/workspace/sylar/sylar/socket.h", "C++", 0, 0, 144, 0, 0, 4, 33, 181
"/home/muyang/workspace/sylar/sylar/socket_stream.cc", "C++", 0, 0, 71, 0, 0, 0, 10, 81
"/home/muyang/workspace/sylar/sylar/socket_stream.h", "C++", 0, 0, 28, 0, 0, 0, 8, 36
"/home/muyang/workspace/sylar/sylar/stream.cc", "C++", 0, 0, 64, 0, 0, 0, 6, 70
"/home/muyang/workspace/sylar/sylar/stream.h", "C++", 0, 0, 25, 0, 0, 0, 6, 31
"/home/muyang/workspace/sylar/sylar/sylar.h", "C++", 0, 0, 11, 0, 0, 0, 2, 13
"/home/muyang/workspace/sylar/sylar/tcp_server.cc", "C++", 0, 0, 128, 0, 0, 3, 13, 144
"/home/muyang/workspace/sylar/sylar/tcp_server.h", "C++", 0, 0, 55, 0, 0, 3, 7, 65
"/home/muyang/workspace/sylar/sylar/thread.cc", "C++", 0, 0, 73, 0, 0, 11, 10, 94
"/home/muyang/workspace/sylar/sylar/thread.h", "C++", 0, 0, 35, 0, 0, 47, 14, 96
"/home/muyang/workspace/sylar/sylar/timer.cc", "C++", 0, 0, 227, 0, 0, 29, 19, 275
"/home/muyang/workspace/sylar/sylar/timer.h", "C++", 0, 0, 63, 0, 0, 12, 12, 87
"/home/muyang/workspace/sylar/sylar/uri.h", "C++", 0, 0, 80, 0, 0, 96, 27, 203
"/home/muyang/workspace/sylar/sylar/uri.rl.cc", "C++", 0, 0, 10867, 0, 0, 49, 22, 10938
"/home/muyang/workspace/sylar/sylar/util.cc", "C++", 0, 0, 324, 0, 0, 9, 26, 359
"/home/muyang/workspace/sylar/sylar/util.h", "C++", 0, 0, 81, 0, 0, 1, 9, 91
"/home/muyang/workspace/sylar/sylar/util/hash_util.cc", "C++", 0, 0, 560, 0, 0, 5, 65, 630
"/home/muyang/workspace/sylar/sylar/util/hash_util.h", "C++", 0, 0, 46, 0, 0, 5, 11, 62
"/home/muyang/workspace/sylar/sylar/worker.cc", "C++", 0, 0, 119, 0, 0, 10, 18, 147
"/home/muyang/workspace/sylar/sylar/worker.h", "C++", 0, 0, 79, 0, 0, 25, 18, 122
"/home/muyang/workspace/sylar/tests/test.cc", "C++", 0, 0, 23, 0, 0, 0, 1, 24
"/home/muyang/workspace/sylar/tests/test_address.cc", "C++", 0, 0, 47, 0, 0, 4, 10, 61
"/home/muyang/workspace/sylar/tests/test_application.cc", "C++", 0, 0, 10, 0, 0, 0, 1, 11
"/home/muyang/workspace/sylar/tests/test_bytearray.cc", "C++", 0, 0, 89, 0, 0, 0, 8, 97
"/home/muyang/workspace/sylar/tests/test_config.cc", "C++", 0, 0, 123, 0, 0, 15, 16, 154
"/home/muyang/workspace/sylar/tests/test_daemon.cc", "C++", 0, 0, 27, 0, 0, 0, 3, 30
"/home/muyang/workspace/sylar/tests/test_env.cc", "C++", 0, 0, 43, 0, 0, 2, 6, 51
"/home/muyang/workspace/sylar/tests/test_fiber.cc", "C++", 0, 0, 39, 0, 0, 0, 6, 45
"/home/muyang/workspace/sylar/tests/test_hook.cc", "C++", 0, 0, 63, 0, 0, 2, 14, 79
"/home/muyang/workspace/sylar/tests/test_http.cc", "C++", 0, 0, 25, 0, 0, 0, 4, 29
"/home/muyang/workspace/sylar/tests/test_http_circuit_breaker.cc", "C++", 0, 0, 189, 0, 0, 0, 38, 227
"/home/muyang/workspace/sylar/tests/test_http_client.cc", "C++", 0, 0, 354, 0, 0, 0, 46, 400
"/home/muyang/workspace/sylar/tests/test_http_concurrency_limiter.cc", "C++", 0, 0, 187, 0, 0, 145, 67, 399
"/home/muyang/workspace/sylar/tests/test_http_connection.cc", "C++", 0, 0, 248, 0, 0, 10, 26, 284
"/home/muyang/workspace/sylar/tests/test_http_load_balance_client.cc", "C++", 0, 0, 460, 0, 0, 249, 142, 851
"/home/muyang/workspace/sylar/tests/test_http_parser.cc", "C++", 0, 0, 55, 0, 0, 0, 8, 63
"/home/muyang/workspace/sylar/tests/test_http_request_options.cc", "C++", 0, 0, 254, 0, 0, 0, 35, 289
"/home/muyang/workspace/sylar/tests/test_http_server.cc", "C++", 0, 0, 38, 0, 0, 0, 6, 44
"/home/muyang/workspace/sylar/tests/test_iomanager.cc", "C++", 0, 0, 76, 0, 0, 11, 6, 93
"/home/muyang/workspace/sylar/tests/test_module.cc", "C++", 0, 0, 39, 0, 0, 1, 11, 51
"/home/muyang/workspace/sylar/tests/test_scheduler.cc", "C++", 0, 0, 22, 0, 0, 4, 5, 31
"/home/muyang/workspace/sylar/tests/test_socket.cc", "C++", 0, 0, 48, 0, 0, 0, 4, 52
"/home/muyang/workspace/sylar/tests/test_tcp_server.cc", "C++", 0, 0, 23, 0, 0, 2, 3, 28
"/home/muyang/workspace/sylar/tests/test_thread.cc", "C++", 0, 0, 71, 0, 0, 35, 16, 122
"/home/muyang/workspace/sylar/tests/test_uri.cc", "C++", 0, 0, 10, 0, 0, 5, 1, 16
"/home/muyang/workspace/sylar/tests/test_util.cc", "C++", 0, 0, 13, 0, 0, 0, 3, 16
"/home/muyang/workspace/sylar/tests/test_ws_client.cc", "C++", 0, 0, 36, 0, 0, 1, 4, 41
"/home/muyang/workspace/sylar/tests/test_ws_server.cc", "C++", 0, 0, 32, 0, 0, 0, 4, 36
"/home/muyang/workspace/sylar/文档/RPC模块任务书-暂时不使用.md", "Markdown", 335, 0, 0, 0, 0, 0, 116, 451
"/home/muyang/workspace/sylar/文档/压力测试.md", "Markdown", 206, 0, 0, 0, 0, 0, 31, 237
"/home/muyang/workspace/sylar/文档/接下来要做什么.md", "Markdown", 238, 0, 0, 0, 0, 0, 111, 349
"Total", "-", 1602, 28, 37787, 157, 34, 3584, 3348, 46540